id,name,role,rating,reviews,location,experience,specialization,skills,availability,charges,chargeNum,phone,email,photo,bio,review1_name,review1_stars,review1_text,review2_name,review2_stars,review2_text
467,Dr. Nabila Khan,Diabetologist,4.7,156,Bhopal,9 yrs,Elderly Care|Home Nursing,Insulin Therapy|Diabetic Foot Care,Available,Rs1000,1000,+91 90090 77881,nabila.khan@bmc.edu,https://randomuser.me/api/portraits/women/54.jpg,Diabetologist at BMC Bhopal,Shahid A.,4,Good diabetes management,,,
468,Dr. Omkar Nath,Cardiologist,4.9,423,Varanasi,19 yrs,Elderly Care|Post Surgery Care,Primary Angioplasty|Heart Failure,Available,Rs2300,2300,+91 98370 77881,omkar.nath@bhu.ac.in,https://randomuser.me/api/portraits/men/73.jpg,Senior cardiologist at BHU Varanasi,Shashank P.,5,Excellent heart attack care,,,
469,Dr. Pooja Kumari,Home Ventilator Nurse,4.9,267,Ranchi,11 yrs,Night Care|Post Surgery Care,Ventilator Management|Tracheostomy Care,Available,Rs1800,1800,+91 98351 77881,pooja.kumari@rims.edu,https://randomuser.me/api/portraits/women/55.jpg,Home ventilator nurse in Ranchi,Anita S.,5,Reliable ventilator care,,,
470,Dr. Qutub Minar,Nutritionist,4.6,98,Delhi,6 yrs,Elderly Care|Wellness Care,Renal Diet|Heart Healthy Diet,Available,Rs700,700,+91 98119 77881,qutub.minar@maxhealthcare.com,https://randomuser.me/api/portraits/men/74.jpg,Geriatric nutritionist in Delhi,Meera G.,4,Good renal diet plan,,,
471,Dr. Rupali Patil,Speech Therapist,4.7,123,Pune,7 yrs,Stroke Recovery,Dysarthria Therapy|Voice Rehab,Available,Rs800,800,+91 90281 77881,rupali.patil@rubyhall.com,https://randomuser.me/api/portraits/women/56.jpg,Speech therapist at Ruby Hall Pune,Anita J.,4,Improved voice clarity,,,
472,Dr. Senthil Nathan,Pulmonologist,4.8,234,Chennai,15 yrs,Elderly Care|Post Surgery Care,Interstitial Lung Disease|Sleep Apnea,Available,Rs1700,1700,+91 98410 77881,senthil.nathan@apolloclinic.com,https://randomuser.me/api/portraits/men/75.jpg,Pulmonologist at Apollo Chennai,Sundar R.,5,ILD well managed,,,
473,Dr. Shreya Mishra,Neurologist,4.9,456,Lucknow,20 yrs,Stroke Recovery|Dementia Care,Epilepsy Management|Parkinson's Care,Available,Rs2500,2500,+91 94150 77881,shreya.mishra@sgpgi.ac.in,https://randomuser.me/api/portraits/women/57.jpg,Senior neurologist at SGPGI Lucknow,Alok S.,5,Parkinson's well managed,,,
474,Dr. Tariq Hussain,Orthopedic Surgeon,4.9,456,Hyderabad,21 yrs,Post Surgery Care|Elderly Care,Joint Replacement|Arthroscopy,Available,Rs2800,2800,+91 99897 77881,tariq.hussain@yashoda.com,https://randomuser.me/api/portraits/men/76.jpg,Senior orthopedic surgeon at Yashoda Hyderabad,Ramana K.,5,Successful knee replacement,,,
475,Dr. Usha Kiran,Home Nursing Specialist,4.9,278,Thiruvananthapuram,13 yrs,Home Nursing|Elderly Care,IV Therapy|Wound Dressing,Available,Rs1100,1100,+91 94470 77881,usha.kiran@prsgh.com,https://randomuser.me/api/portraits/women/58.jpg,Experienced home nurse in Trivandrum,Sukumaran P.,5,Very caring and skilled,,,
476,Dr. Vipul Shah,Cardiologist,4.9,445,Ahmedabad,20 yrs,Elderly Care|Post Surgery Care,Interventional Cardiology|Echo,Available,Rs2600,2600,+91 98790 77881,vipul.shah@shalby.org,https://randomuser.me/api/portraits/men/77.jpg,Senior cardiologist at Shalby Ahmedabad,Jignesh S.,5,Excellent angioplasty,,,
477,Dr. Wahida Begum,Geriatric Nurse,4.8,212,Hyderabad,11 yrs,Elderly Care|Dementia Care,Fall Prevention|Medication Management,Available,Rs1100,1100,+91 99897 77881,wahida.begum@carehospitals.com,https://randomuser.me/api/portraits/women/59.jpg,Geriatric nurse specialist in Hyderabad,Salman K.,5,Excellent fall prevention,,,
478,Dr. Xavier Rajan,Physiotherapist,4.8,189,Chennai,10 yrs,Stroke Recovery|Post Surgery Care,Neuro Rehab|Balance Training,Available,Rs900,900,+91 98410 77881,xavier.rajan@miot.in,https://randomuser.me/api/portraits/men/78.jpg,Neuro physiotherapist in Chennai,Lakshmi K.,5,Excellent stroke recovery,,,
479,Dr. Yasmin Ali,Wound Care Specialist,4.8,167,Aligarh,8 yrs,Post Surgery Care|Home Nursing,Pressure Ulcer Care|Diabetic Wound,Available,Rs1000,1000,+91 98370 77881,yasmin.ali@jnmch.edu,https://randomuser.me/api/portraits/women/60.jpg,Wound care specialist at JNMC Aligarh,Sabiha K.,5,Bedsore healed,,,
480,Dr. Zayn Khan,Nephrologist,4.9,389,Delhi,20 yrs,Elderly Care|Post Surgery Care,Hemodialysis|Kidney Transplant,Available,Rs2800,2800,+91 98119 77881,zayn.khan@maxhealthcare.com,https://randomuser.me/api/portraits/men/79.jpg,Senior nephrologist at Max Delhi,Rajesh K.,5,Excellent dialysis care,,,
481,Dr. Aaradhya Nair,Pulmonologist,4.8,234,Kochi,13 yrs,Elderly Care|Post Surgery Care,Asthma Management|COPD Care,Available,Rs1500,1500,+91 98460 77881,aaradhya.nair@astermedcity.com,https://randomuser.me/api/portraits/women/61.jpg,Pulmonologist at Aster Medcity,Thomas K.,5,Asthma now controlled,,,
482,Dr. Bhaskar Reddy,Cardiologist,4.9,456,Tirupati,19 yrs,Elderly Care|Post Surgery Care,Preventive Cardiology|Lipid Management,Available,Rs2400,2400,+91 87722 77881,bhaskar.reddy@svims.edu,https://randomuser.me/api/portraits/men/80.jpg,Senior cardiologist at SVIMS Tirupati,Venkatesh P.,5,Cholesterol under control,,,
483,Dr. Charulata Joshi,Home Ventilator Nurse,4.9,267,Pune,12 yrs,Night Care|Post Surgery Care,Non-invasive Ventilation|CPAP,Available,Rs2000,2000,+91 90281 77881,charulata.joshi@rubyhall.com,https://randomuser.me/api/portraits/women/62.jpg,Home ventilator nurse in Pune,Anita J.,5,Excellent BiPAP support,,,
484,Dr. Dinesh Chandra,ENT Specialist,4.6,112,Agra,9 yrs,Elderly Care,Vertigo Treatment|Nasal Surgery,Available,Rs1000,1000,+91 98370 77881,dinesh.chandra@snmhospital.com,https://randomuser.me/api/portraits/men/81.jpg,ENT specialist in Agra,Neeraj G.,4,Vertigo reduced,,,
485,Dr. Ekta Kapoor,Nutritionist,4.7,134,Delhi,7 yrs,Elderly Care|Wellness Care,Geriatric Nutrition|Weight Management,Available,Rs700,700,+91 98119 77881,ekta.kapoor@blkmax.com,https://randomuser.me/api/portraits/women/63.jpg,Geriatric nutritionist in Delhi,Rajesh K.,4,Good diet plan,,,
486,Dr. Faizur Rahman,Rheumatologist,4.8,198,Hyderabad,12 yrs,Elderly Care,Rheumatoid Arthritis|Osteoporosis,Available,Rs1500,1500,+91 99897 77881,faizur.rahman@carehospitals.com,https://randomuser.me/api/portraits/men/82.jpg,Rheumatologist at Care Hospitals Hyderabad,Azhar M.,5,RA well controlled,,,
487,Dr. Gauri Shinde,Physiotherapist,4.8,178,Mumbai,9 yrs,Stroke Recovery|Post Surgery Care,Hand Rehabilitation|Balance Training,Available,Rs900,900,+91 98200 77881,gauri.shinde@hinduja.com,https://randomuser.me/api/portraits/women/64.jpg,Neuro physiotherapist in Mumbai,Farida K.,5,Good hand function recovery,,,
488,Dr. Harpreet Singh,Gastroenterologist,4.8,267,Amritsar,14 yrs,Elderly Care,Therapeutic Endoscopy|Liver Disease,Available,Rs1600,1600,+91 98156 77881,harpreet.singh@amandeep.com,https://randomuser.me/api/portraits/men/83.jpg,Gastroenterologist in Amritsar,Gurpreet K.,5,Excellent endoscopy,,,
489,Dr. Ishani Roy,Speech Therapist,4.7,123,Kolkata,7 yrs,Stroke Recovery,Aphasia Therapy|Swallowing Rehab,Available,Rs800,800,+91 98310 77881,ishani.roy@apollokolkata.com,https://randomuser.me/api/portraits/women/65.jpg,Speech therapist at Apollo Kolkata,Sudipta G.,4,Improved speech gradually,,,
490,Dr. Jagannath Rao,Wound Care Specialist,4.8,167,Bhubaneswar,8 yrs,Post Surgery Care|Home Nursing,Diabetic Foot Ulcer|Pressure Ulcer,Available,Rs1000,1000,+91 98610 77881,jagannath.rao@aiimsbbsr.edu,https://randomuser.me/api/portraits/men/84.jpg,Wound care specialist at AIIMS Bhubaneswar,Bijay K.,5,Diabetic ulcer healed,,,
491,Dr. Kavita Arora,Cardiologist,4.9,423,Chandigarh,20 yrs,Elderly Care|Post Surgery Care,Complex Coronary Interventions,Available,Rs2600,2600,+91 98765 77881,kavita.arora@pgimer.edu,https://randomuser.me/api/portraits/women/66.jpg,Senior cardiologist at PGIMER Chandigarh,Gurpreet K.,5,Excellent angioplasty,,,
492,Dr. Laxman Jha,Orthopedic Surgeon,4.9,456,Darbhanga,18 yrs,Post Surgery Care|Elderly Care,Joint Replacement|Arthroscopy,Available,Rs2400,2400,+91 94310 77881,laxman.jha@dmch.edu,https://randomuser.me/api/portraits/men/85.jpg,Senior orthopedic surgeon at DMCH Darbhanga,Anil S.,5,Successful knee replacement,,,
493,Dr. Manisha Thakur,Home Nursing Specialist,4.9,278,Shimla,11 yrs,Home Nursing|Elderly Care,Post-operative Care|IV Therapy,Available,Rs1000,1000,+91 98160 77881,manisha.thakur@igmc.in,https://randomuser.me/api/portraits/women/67.jpg,Experienced home nurse in Shimla,Rajesh S.,5,Very professional care,,,
494,Dr. Nadeem Ahmed,Pulmonologist,4.8,234,Aligarh,13 yrs,Elderly Care|Post Surgery Care,COPD Management|Sleep Medicine,Available,Rs1400,1400,+91 98370 77881,nadeem.ahmed@jnmch.edu,https://randomuser.me/api/portraits/men/86.jpg,Pulmonologist at JNMC Aligarh,Sabiha K.,5,COPD well managed,,,
495,Dr. Ojasvi Singh,Physiotherapist,4.7,145,Jaipur,8 yrs,Stroke Recovery|Post Surgery Care,Gait Training|Balance Therapy,Available,Rs800,800,+91 98292 77881,ojasvi.singh@ehcc.in,https://randomuser.me/api/portraits/women/68.jpg,Neuro physiotherapist in Jaipur,Sunita M.,4,Good improvement in walking,,,
496,Dr. Partha Sen,Neurologist,4.9,478,Kolkata,21 yrs,Stroke Recovery|Dementia Care,Epilepsy Management|Movement Disorders,Available,Rs2600,2600,+91 98310 77881,partha.sen@amri.com,https://randomuser.me/api/portraits/men/87.jpg,Senior neurologist at AMRI Kolkata,Sourav G.,5,Epilepsy now controlled,,,
497,Dr. Qasim Khan,Nephrologist,4.9,389,Hyderabad,18 yrs,Elderly Care|Post Surgery Care,Dialysis Management|Kidney Care,Available,Rs2400,2400,+91 99897 77881,qasim.khan@yashoda.com,https://randomuser.me/api/portraits/men/88.jpg,Nephrologist at Yashoda Hyderabad,Ramana K.,5,Excellent dialysis care,,,
498,Dr. Radhika Menon,Home Ventilator Nurse,4.9,267,Kochi,12 yrs,Night Care|Post Surgery Care,Ventilator Management|Tracheostomy Care,Available,Rs2000,2000,+91 98460 77881,radhika.menon@astermedcity.com,https://randomuser.me/api/portraits/women/69.jpg,Home ventilator nurse at Aster Medcity,Thomas K.,5,Reliable ventilator care,,,
499,Dr. Sushant Sharma,Cardiologist,4.9,456,Indore,19 yrs,Elderly Care|Post Surgery Care,Primary Angioplasty|Echo,Available,Rs2500,2500,+91 98270 77881,sushant.sharma@chlahosp.com,https://randomuser.me/api/portraits/men/89.jpg,Senior cardiologist at CHL Indore,Pankaj M.,5,Excellent angioplasty,,,
500,Dr. Trisha Ghosh,Nutritionist,4.6,98,Kolkata,6 yrs,Elderly Care|Wellness Care,Diabetic Diet|Heart Healthy Diet,Available,Rs650,650,+91 98310 77881,trisha.ghosh@apollokolkata.com,https://randomuser.me/api/portraits/women/70.jpg,Geriatric nutritionist in Kolkata,Sudipta G.,4,Good diet plan,,,
id,name,role,rating,reviews,location,experience,specialization,skills,availability,charges,chargeNum,phone,email,photo,bio,review1_name,review1_stars,review1_text,review2_name,review2_stars,review2_text
500,Dr. Trisha Ghosh,Nutritionist,4.6,98,Kolkata,6 yrs,Elderly Care|Wellness Care,Diabetic Diet|Heart Healthy Diet,Available,Rs650,650,+91 98310 77881,trisha.ghosh@apollokolkata.com,https://randomuser.me/api/portraits/women/70.jpg,Geriatric nutritionist in Kolkata,Sudipta G.,4,Good diet plan,,,
501,Dr. Uday Shankar Pandey,Geriatric Specialist,4.9,312,Varanasi,17 yrs,Elderly Care|Dementia Care,Comprehensive Assessment|Frailty Management,Available,Rs1700,1700,+91 98370 88991,uday.pandey@bhu.ac.in,https://randomuser.me/api/portraits/men/90.jpg,Senior geriatrician at BHU Varanasi,Shashank P.,5,Excellent care for elderly,,,
502,Dr. Vimala Krishnamurthy,Home Nursing Specialist,4.8,234,Chennai,11 yrs,Home Nursing|Elderly Care,Post-operative Care|IV Therapy,Available,Rs1000,1000,+91 98410 88991,vimala.k@apolloclinic.com,https://randomuser.me/api/portraits/women/71.jpg,Experienced home nurse in Chennai,Sundar R.,5,Very professional care,,,
503,Dr. Wasim Akhtar,Cardiologist,4.9,456,Patna,21 yrs,Elderly Care|Post Surgery Care,Interventional Cardiology|Echo,Available,Rs2600,2600,+91 93041 88991,wasim.akhtar@igims.org,https://randomuser.me/api/portraits/men/91.jpg,Senior cardiologist at IGIMS Patna,Ravi S.,5,Excellent angioplasty,,,
504,Dr. Xenia Rodrigues,Physiotherapist,4.8,189,Goa,9 yrs,Stroke Recovery|Post Surgery Care,Neuro Rehab|Gait Training,Available,Rs850,850,+91 98230 88991,xenia.rodrigues@gmc.goa.in,https://randomuser.me/api/portraits/women/72.jpg,Neuro physiotherapist in Goa,Anthony F.,5,Excellent stroke recovery,,,
505,Dr. Yusuf Mansoori,Pulmonologist,4.8,234,Hyderabad,14 yrs,Elderly Care|Post Surgery Care,COPD Management|Asthma Care,Available,Rs1600,1600,+91 99897 88991,yusuf.mansoori@carehospitals.com,https://randomuser.me/api/portraits/men/92.jpg,Pulmonologist at Care Hospitals Hyderabad,Azhar M.,5,COPD well managed,,,
506,Dr. Zaara Fatima,Nephrologist,4.9,389,Delhi,19 yrs,Elderly Care|Post Surgery Care,Hemodialysis|Kidney Transplant,Available,Rs2700,2700,+91 98119 88991,zaara.fatima@maxhealthcare.com,https://randomuser.me/api/portraits/women/73.jpg,Senior nephrologist at Max Delhi,Rajesh K.,5,Excellent dialysis care,,,
507,Dr. Aakriti Varma,ENT Specialist,4.6,112,Delhi,9 yrs,Elderly Care,Hearing Aid Fitting|Vertigo Management,Available,Rs1000,1000,+91 98119 88991,aakriti.varma@maxhealthcare.com,https://randomuser.me/api/portraits/women/74.jpg,ENT specialist in Delhi,Meera G.,4,Better hearing now,,,
508,Dr. Brijesh Solanki,Orthopedic Surgeon,4.9,512,Ahmedabad,23 yrs,Post Surgery Care|Elderly Care,Joint Replacement|Arthroscopy,Available,Rs3200,3200,+91 98790 88991,brijesh.solanki@shalby.org,https://randomuser.me/api/portraits/men/93.jpg,Senior orthopedic surgeon at Shalby Ahmedabad,Jignesh S.,5,Successful knee replacement,,,
509,Dr. Chhaya Tripathi,Wound Care Specialist,4.8,167,Allahabad,8 yrs,Post Surgery Care|Home Nursing,Diabetic Foot Ulcer|Pressure Ulcer,Available,Rs1000,1000,+91 98370 88991,chhaya.tripathi@mlnmedical.edu,https://randomuser.me/api/portraits/women/75.jpg,Wound care specialist in Allahabad,Priyanka S.,5,Diabetic ulcer healed,,,
510,Dr. Debashish Chatterjee,Neurologist,4.9,478,Kolkata,22 yrs,Stroke Recovery|Dementia Care,Epilepsy Management|Parkinson's Care,Available,Rs2700,2700,+91 98310 88991,debashish.chatterjee@amri.com,https://randomuser.me/api/portraits/men/94.jpg,Senior neurologist at AMRI Kolkata,Sourav G.,5,Parkinson's well managed,,,
511,Dr. Elina Baruah,Home Ventilator Nurse,4.9,267,Guwahati,11 yrs,Night Care|Post Surgery Care,Ventilator Management|Tracheostomy Care,Available,Rs1800,1800,+91 98640 88991,elina.baruah@gnrc.in,https://randomuser.me/api/portraits/women/76.jpg,Home ventilator nurse in Guwahati,Rupam D.,5,Reliable ventilator care,,,
512,Dr. Farhan Siddiqui,Gastroenterologist,4.8,267,Aligarh,14 yrs,Elderly Care,Therapeutic Endoscopy|Liver Disease,Available,Rs1600,1600,+91 98370 88991,farhan.siddiqui@jnmch.edu,https://randomuser.me/api/portraits/men/95.jpg,Gastroenterologist at JNMC Aligarh,Sabiha K.,5,Excellent endoscopy,,,
513,Dr. Gayatri Bhosale,Nutritionist,4.7,134,Pune,7 yrs,Elderly Care|Wellness Care,Geriatric Nutrition|Weight Management,Available,Rs700,700,+91 90281 88991,gayatri.bhosale@rubyhall.com,https://randomuser.me/api/portraits/women/77.jpg,Geriatric nutritionist in Pune,Anita J.,4,Good diet plan,,,
514,Dr. Hitesh Goyal,Cardiologist,4.9,456,Indore,20 yrs,Elderly Care|Post Surgery Care,Primary Angioplasty|Heart Failure,Available,Rs2500,2500,+91 98270 88991,hitesh.goyal@chlahosp.com,https://randomuser.me/api/portraits/men/96.jpg,Senior cardiologist at CHL Indore,Pankaj M.,5,Excellent heart attack care,,,
515,Dr. Ishita Sengupta,Physiotherapist,4.8,178,Kolkata,9 yrs,Stroke Recovery|Post Surgery Care,Hand Rehabilitation|Balance Training,Available,Rs850,850,+91 98310 88991,ishita.sengupta@apollokolkata.com,https://randomuser.me/api/portraits/women/78.jpg,Neuro physiotherapist in Kolkata,Sudipta G.,5,Good hand function recovery,,,
516,Dr. Javed Qureshi,Rheumatologist,4.8,198,Hyderabad,12 yrs,Elderly Care,Rheumatoid Arthritis|Osteoporosis,Available,Rs1500,1500,+91 99897 88991,javed.qureshi@yashoda.com,https://randomuser.me/api/portraits/men/97.jpg,Rheumatologist at Yashoda Hyderabad,Ramana K.,5,RA well controlled,,,
517,Dr. Kamal Kishore Jha,Home Nursing Specialist,4.9,278,Agra,11 yrs,Home Nursing|Elderly Care,IV Therapy|Wound Dressing,Available,Rs1000,1000,+91 98370 88991,kamal.jha@snmhospital.com,https://randomuser.me/api/portraits/men/98.jpg,Experienced home nurse in Agra,Neeraj G.,5,Very caring and skilled,,,
518,Dr. Lavanya Rajagopal,Speech Therapist,4.7,123,Jaipur,7 yrs,Stroke Recovery,Aphasia Therapy|Swallowing Rehab,Available,Rs800,800,+91 98292 88991,lavanya.rajagopal@ehcc.in,https://randomuser.me/api/portraits/women/79.jpg,Speech therapist in Jaipur,Sunita M.,4,Improved speech gradually,,,
519,Dr. Mithun Das,Pulmonologist,4.8,234,Kolkata,14 yrs,Elderly Care|Post Surgery Care,Asthma Management|COPD Care,Available,Rs1500,1500,+91 98310 88991,mithun.das@amri.com,https://randomuser.me/api/portraits/men/99.jpg,Pulmonologist at AMRI Kolkata,Sourav G.,5,Asthma now controlled,,,
520,Dr. Neelima Desai,Nephrologist,4.9,389,Hyderabad,18 yrs,Elderly Care|Post Surgery Care,Dialysis Management|Kidney Care,Available,Rs2400,2400,+91 99897 88991,neelima.desai@carehospitals.com,https://randomuser.me/api/portraits/women/80.jpg,Nephrologist at Care Hospitals Hyderabad,Azhar M.,5,Excellent dialysis care,,,
521,Dr. Omvir Singh Rathore,Orthopedic Surgeon,4.9,456,Jaipur,21 yrs,Post Surgery Care|Elderly Care,Total Hip Replacement|Arthroscopy,Available,Rs2900,2900,+91 98292 88991,omvir.rathore@smsmedical.com,https://randomuser.me/api/portraits/men/100.jpg,Senior orthopedic surgeon at SMS Jaipur,Rajendra M.,5,Excellent hip replacement,,,
522,Dr. Pallavi Deshmukh,Home Ventilator Nurse,4.9,267,Delhi,13 yrs,Night Care|Post Surgery Care,Non-invasive Ventilation|CPAP,Available,Rs2100,2100,+91 98119 88991,pallavi.deshmukh@maxhealthcare.com,https://randomuser.me/api/portraits/women/81.jpg,Home ventilator nurse in Delhi,Rajesh K.,5,Excellent BiPAP support,,,
523,Dr. Qasim Bhat,Cardiologist,4.9,423,Srinagar,18 yrs,Elderly Care|Post Surgery Care,Preventive Cardiology|Lipid Management,Available,Rs2300,2300,+91 99060 88991,qasim.bhat@skims.ac.in,https://randomuser.me/api/portraits/men/1.jpg,Senior cardiologist at SKIMS Srinagar,Faisal A.,5,Cholesterol under control,,,
524,Dr. Ritika Malhotra,Nutritionist,4.6,98,Delhi,6 yrs,Elderly Care|Wellness Care,Renal Diet|Heart Healthy Diet,Available,Rs700,700,+91 98119 88991,ritika.malhotra@blkmax.com,https://randomuser.me/api/portraits/women/82.jpg,Geriatric nutritionist in Delhi,Rajesh K.,4,Good renal diet plan,,,
525,Dr. Sanjay Borkar,ENT Specialist,4.6,112,Mumbai,10 yrs,Elderly Care,Vertigo Treatment|Nasal Surgery,Available,Rs1200,1200,+91 98200 88991,sanjay.borkar@lilavati.com,https://randomuser.me/api/portraits/men/2.jpg,ENT specialist at Lilavati Mumbai,Feroze K.,4,Vertigo reduced,,,
526,Dr. Tanvi Bapat,Physiotherapist,4.8,189,Pune,9 yrs,Stroke Recovery|Post Surgery Care,Neuro Rehab|Gait Training,Available,Rs850,850,+91 90281 88991,tanvi.bapat@rubyhall.com,https://randomuser.me/api/portraits/women/83.jpg,Neuro physiotherapist in Pune,Anita J.,5,Excellent stroke recovery,,,
527,Dr. Ujjwal Rathore,Wound Care Specialist,4.8,167,Jaipur,8 yrs,Post Surgery Care|Home Nursing,Pressure Ulcer Care|Burn Care,Available,Rs1000,1000,+91 98292 88991,ujjwal.rathore@ehcc.in,https://randomuser.me/api/portraits/men/3.jpg,Wound care specialist in Jaipur,Sunita M.,5,Bedsore healed,,,
528,Dr. Veena Goyal,Geriatric Specialist,4.9,312,Delhi,16 yrs,Elderly Care|Dementia Care,Comprehensive Assessment|Fall Prevention,Available,Rs2000,2000,+91 98119 88991,veena.goyal@maxhealthcare.com,https://randomuser.me/api/portraits/women/84.jpg,Senior geriatrician at Max Delhi,Meera G.,5,Excellent care for my father,,,
529,Dr. Waheed Ahmed Siddiqui,Home Nursing Specialist,4.8,234,Aligarh,10 yrs,Home Nursing|Elderly Care,Post-operative Care|Catheter Care,Available,Rs900,900,+91 98370 88991,waheed.siddiqui@jnmch.edu,https://randomuser.me/api/portraits/men/4.jpg,Experienced home nurse in Aligarh,Sabiha K.,5,Very professional care,,,
530,Dr. Xavier Mathew,Pulmonologist,4.8,234,Kochi,13 yrs,Elderly Care|Post Surgery Care,COPD Management|Sleep Medicine,Available,Rs1500,1500,+91 98460 88991,xavier.mathew@astermedcity.com,https://randomuser.me/api/portraits/men/5.jpg,Pulmonologist at Aster Medcity,Thomas K.,5,COPD well managed,,,
531,Dr. Yashika Bansal,Cardiologist,4.9,456,Chandigarh,20 yrs,Elderly Care|Post Surgery Care,Interventional Cardiology|Echo,Available,Rs2600,2600,+91 98765 88991,yashika.bansal@pgimer.edu,https://randomuser.me/api/portraits/women/85.jpg,Senior cardiologist at PGIMER Chandigarh,Gurpreet K.,5,Excellent angioplasty,,,
532,Dr. Zainab Sultana,Nephrologist,4.9,389,Hyderabad,17 yrs,Elderly Care|Post Surgery Care,Hemodialysis|Kidney Transplant,Available,Rs2400,2400,+91 99897 88991,zainab.sultana@yashoda.com,https://randomuser.me/api/portraits/women/86.jpg,Nephrologist at Yashoda Hyderabad,Ramana K.,5,Excellent dialysis care,,,
533,Dr. Abhinav Tripathi,Orthopedic Surgeon,4.9,512,Delhi,22 yrs,Post Surgery Care|Elderly Care,Joint Replacement|Arthroscopy,Available,Rs3300,3300,+91 98110 88991,abhinav.tripathi@aiims.edu,https://randomuser.me/api/portraits/men/6.jpg,Senior orthopedic surgeon at AIIMS Delhi,Rajiv M.,5,Successful knee replacement,,,
534,Dr. Bhavana Reddy,Physiotherapist,4.8,178,Hyderabad,9 yrs,Stroke Recovery|Post Surgery Care,Hand Rehabilitation|Balance Training,Available,Rs850,850,+91 99897 88991,bhavana.reddy@yashoda.com,https://randomuser.me/api/portraits/women/87.jpg,Neuro physiotherapist in Hyderabad,Ramana K.,5,Good hand function recovery,,,
535,Dr. Chandan Kumar Jha,Neurologist,4.9,478,Patna,20 yrs,Stroke Recovery|Dementia Care,Epilepsy Management|Parkinson's Care,Available,Rs2500,2500,+91 93041 88991,chandan.jha@igims.org,https://randomuser.me/api/portraits/men/7.jpg,Senior neurologist at IGIMS Patna,Ravi S.,5,Parkinson's well managed,,,
536,Dr. Deepika Nair,Home Ventilator Nurse,4.9,267,Thiruvananthapuram,12 yrs,Night Care|Post Surgery Care,Ventilator Management|Tracheostomy Care,Available,Rs1900,1900,+91 94470 88991,deepika.nair@prsgh.com,https://randomuser.me/api/portraits/women/88.jpg,Home ventilator nurse in Trivandrum,Sukumaran P.,5,Reliable ventilator care,,,
537,Dr. Ejaz Hussain,Gastroenterologist,4.8,267,Hyderabad,15 yrs,Elderly Care,ERCP|IBD Management,Available,Rs1800,1800,+91 99897 88991,ejaz.hussain@carehospitals.com,https://randomuser.me/api/portraits/men/8.jpg,Gastroenterologist at Care Hospitals Hyderabad,Azhar M.,5,Excellent ERCP,,,
538,Dr. Falak Jahan,Wound Care Specialist,4.8,167,Bhopal,8 yrs,Post Surgery Care|Home Nursing,Diabetic Foot Ulcer|Pressure Ulcer,Available,Rs1000,1000,+91 90090 88991,falak.jahan@bmc.edu,https://randomuser.me/api/portraits/women/89.jpg,Wound care specialist in Bhopal,Shahid A.,5,Diabetic ulcer healed,,,
539,Dr. Gopal Krishna,ENT Specialist,4.6,112,Patna,9 yrs,Elderly Care,Hearing Aid Fitting|Nasal Endoscopy,Available,Rs900,900,+91 93041 88991,gopal.krishna@igims.org,https://randomuser.me/api/portraits/men/9.jpg,ENT specialist at IGIMS Patna,Ravi S.,4,Better hearing now,,,
540,Dr. Harshita Shah,Nutritionist,4.7,134,Ahmedabad,7 yrs,Elderly Care|Wellness Care,Geriatric Nutrition|Weight Management,Available,Rs700,700,+91 98790 88991,harshita.shah@shalby.org,https://randomuser.me/api/portraits/women/90.jpg,Geriatric nutritionist in Ahmedabad,Jignesh S.,4,Good diet plan,,,
541,Dr. Irfan Ansari,Cardiologist,4.9,456,Ahmedabad,19 yrs,Elderly Care|Post Surgery Care,Primary Angioplasty|Echo,Available,Rs2500,2500,+91 98790 88991,irfan.ansari@shalby.org,https://randomuser.me/api/portraits/men/10.jpg,Senior cardiologist at Shalby Ahmedabad,Jignesh S.,5,Excellent angioplasty,,,
542,Dr. Jyoti Banerjee,Speech Therapist,4.7,123,Kolkata,7 yrs,Stroke Recovery,Dysarthria Therapy|Voice Rehab,Available,Rs800,800,+91 98310 88991,jyoti.banerjee@amri.com,https://randomuser.me/api/portraits/women/91.jpg,Speech therapist at AMRI Kolkata,Sourav G.,4,Improved voice clarity,,,
543,Dr. Karan Sethi,Rheumatologist,4.8,198,Jaipur,11 yrs,Elderly Care,Arthritis Management|Gout Care,Available,Rs1400,1400,+91 98292 88991,karan.sethi@ehcc.in,https://randomuser.me/api/portraits/men/11.jpg,Rheumatologist in Jaipur,Sunita M.,5,Arthritis pain reduced,,,
544,Dr. Lata Bhonsle,Home Nursing Specialist,4.9,278,Mumbai,13 yrs,Home Nursing|Elderly Care,IV Therapy|Wound Dressing,Available,Rs1300,1300,+91 98200 88991,lata.bhonsle@hinduja.com,https://randomuser.me/api/portraits/women/92.jpg,Experienced home nurse in Mumbai,Farida K.,5,Very caring and skilled,,,
545,Dr. Manoj Verma,Pulmonologist,4.8,234,Patna,13 yrs,Elderly Care|Post Surgery Care,Asthma Management|COPD Care,Available,Rs1400,1400,+91 93041 88991,manoj.verma@igims.org,https://randomuser.me/api/portraits/men/12.jpg,Pulmonologist at IGIMS Patna,Ravi S.,5,Asthma now controlled,,,
